BE4E78
	26-Dec-2018	:	Z	:	3422

C8B4F
	1-Dec-2018	:	A	:	2063
	2-Dec-2018	:	B	:	1898
	3-Dec-2018	:	C	:	1979
	4-Dec-2018	:	D	:	2008
	5-Dec-2018	:	E	:	2073
	6-Dec-2018	:	F	:	1805
	7-Dec-2018	:	G	:	2117
	8-Dec-2018	:	H	:	2053
	9-Dec-2018	:	I	:	2074
	10-Dec-2018	:	J	:	1909
	11-Dec-2018	:	K	:	2143
	12-Dec-2018	:	L	:	1991
	13-Dec-2018	:	M	:	1910
	14-Dec-2018	:	N	:	1793
	15-Dec-2018	:	O	:	1988
	16-Dec-2018	:	P	:	1870
	17-Dec-2018	:	Q	:	2121
	18-Dec-2018	:	R	:	2118
	19-Dec-2018	:	S	:	2031
	20-Dec-2018	:	T	:	2012
	21-Dec-2018	:	U	:	2005
	22-Dec-2018	:	V	:	2106
	23-Dec-2018	:	W	:	2037
	24-Dec-2018	:	X	:	1909
	25-Dec-2018	:	Y	:	2013
	26-Dec-2018	:	Z	:	2108

6EADBB
	1-Dec-2018	:	A	:	1993
	2-Dec-2018	:	B	:	1966
	3-Dec-2018	:	C	:	2390
	4-Dec-2018	:	D	:	1752
	5-Dec-2018	:	E	:	1949
	6-Dec-2018	:	F	:	1828
	7-Dec-2018	:	G	:	1702
	8-Dec-2018	:	H	:	1940
	9-Dec-2018	:	I	:	1958
	10-Dec-2018	:	J	:	1773
	11-Dec-2018	:	K	:	1832
	12-Dec-2018	:	L	:	2376
	13-Dec-2018	:	M	:	1910
	14-Dec-2018	:	N	:	1818
	15-Dec-2018	:	O	:	2117
	16-Dec-2018	:	P	:	1694
	17-Dec-2018	:	Q	:	1871
	18-Dec-2018	:	R	:	2005
	19-Dec-2018	:	S	:	1712
	20-Dec-2018	:	T	:	1802
	21-Dec-2018	:	U	:	1830
	22-Dec-2018	:	V	:	1836
	23-Dec-2018	:	W	:	1792
	24-Dec-2018	:	X	:	1865
	25-Dec-2018	:	Y	:	1895
	26-Dec-2018	:	Z	:	2381

95ECC9
	1-Dec-2018	:	A	:	1480
	2-Dec-2018	:	B	:	1526
	3-Dec-2018	:	C	:	1342
	4-Dec-2018	:	D	:	1596
	5-Dec-2018	:	E	:	3492  	*	1896
	6-Dec-2018	:	F	:	3479
	7-Dec-2018	:	G	:	3193
	8-Dec-2018	:	H	:	3564
	9-Dec-2018	:	I	:	3468
	10-Dec-2018	:	J	:	3422
	11-Dec-2018	:	K	:	3479
	12-Dec-2018	:	L	:	3559
	13-Dec-2018	:	M	:	3504
	14-Dec-2018	:	N	:	3475
	15-Dec-2018	:	O	:	3144
	16-Dec-2018	:	P	:	3503
	17-Dec-2018	:	Q	:	3466
	18-Dec-2018	:	R	:	3588
	19-Dec-2018	:	S	:	3500
	20-Dec-2018	:	T	:	3504
	21-Dec-2018	:	U	:	3493
	22-Dec-2018	:	V	:	3592
	23-Dec-2018	:	W	:	3469
	24-Dec-2018	:	X	:	3476
	25-Dec-2018	:	Y	:	3516
	26-Dec-2018	:	Z	:	3522

4EB6AB
	1-Dec-2018	:	A	:	2141
	2-Dec-2018	:	B	:	2038
	3-Dec-2018	:	C	:	1981
	4-Dec-2018	:	D	:	2063
	5-Dec-2018	:	E	:	2334
	6-Dec-2018	:	F	:	1948
	7-Dec-2018	:	G	:	2172
	8-Dec-2018	:	H	:	2204
	9-Dec-2018	:	I	:	2210
	10-Dec-2018	:	J	:	1926
	11-Dec-2018	:	K	:	1993
	12-Dec-2018	:	L	:	2264
	13-Dec-2018	:	M	:	2075
	14-Dec-2018	:	N	:	2354
	15-Dec-2018	:	O	:	1983
	16-Dec-2018	:	P	:	1789
	17-Dec-2018	:	Q	:	1929
	18-Dec-2018	:	R	:	1741
	19-Dec-2018	:	S	:	1943
	20-Dec-2018	:	T	:	1882
	21-Dec-2018	:	U	:	2376
	22-Dec-2018	:	V	:	2010
	23-Dec-2018	:	W	:	2293
	24-Dec-2018	:	X	:	2144
	25-Dec-2018	:	Y	:	2114
	26-Dec-2018	:	Z	:	2361

817CE4
	1-Dec-2018	:	A	:	1336
	2-Dec-2018	:	B	:	1755
	3-Dec-2018	:	C	:	1815
	4-Dec-2018	:	D	:	1991
	5-Dec-2018	:	E	:	1201
	6-Dec-2018	:	F	:	1734
	7-Dec-2018	:	G	:	2671
	8-Dec-2018	:	H	:	1346  	*	1325
	9-Dec-2018	:	I	:	1567
	10-Dec-2018	:	J	:	1457
	11-Dec-2018	:	K	:	1374
	12-Dec-2018	:	L	:	1877
	13-Dec-2018	:	M	:	1229
	14-Dec-2018	:	N	:	1435
	15-Dec-2018	:	O	:	1532
	16-Dec-2018	:	P	:	1326
	17-Dec-2018	:	Q	:	1605
	18-Dec-2018	:	R	:	1366
	19-Dec-2018	:	S	:	1507
	20-Dec-2018	:	T	:	3661  	*	2154
	21-Dec-2018	:	U	:	1748  	*	1913
	22-Dec-2018	:	V	:	1774
	23-Dec-2018	:	W	:	2030
	24-Dec-2018	:	X	:	1777
	25-Dec-2018	:	Y	:	1309
	26-Dec-2018	:	Z	:	3870  	*	2561

D23886
	1-Dec-2018	:	A	:	1556
	2-Dec-2018	:	B	:	1616
	3-Dec-2018	:	C	:	1880
	4-Dec-2018	:	D	:	1839
	5-Dec-2018	:	E	:	1746
	6-Dec-2018	:	F	:	1739
	7-Dec-2018	:	G	:	1704
	8-Dec-2018	:	H	:	1801
	9-Dec-2018	:	I	:	1679
	10-Dec-2018	:	J	:	1668
	11-Dec-2018	:	K	:	1917
	12-Dec-2018	:	L	:	1934
	13-Dec-2018	:	M	:	1646
	14-Dec-2018	:	N	:	1662
	15-Dec-2018	:	O	:	1603
	16-Dec-2018	:	P	:	1818
	17-Dec-2018	:	Q	:	1570
	18-Dec-2018	:	R	:	1713
	19-Dec-2018	:	S	:	1712
	20-Dec-2018	:	T	:	1772
	21-Dec-2018	:	U	:	1909
	22-Dec-2018	:	V	:	1671
	23-Dec-2018	:	W	:	1750
	24-Dec-2018	:	X	:	1582
	25-Dec-2018	:	Y	:	1600
	26-Dec-2018	:	Z	:	1792

840C6F
	1-Dec-2018	:	A	:	2862
	2-Dec-2018	:	B	:	1920
	3-Dec-2018	:	C	:	2507
	4-Dec-2018	:	D	:	2338
	5-Dec-2018	:	E	:	2412
	6-Dec-2018	:	F	:	3057
	7-Dec-2018	:	G	:	2447
	8-Dec-2018	:	H	:	3062
	9-Dec-2018	:	I	:	2403
	10-Dec-2018	:	J	:	2354
	11-Dec-2018	:	K	:	2840
	12-Dec-2018	:	L	:	2524
	13-Dec-2018	:	M	:	2347
	14-Dec-2018	:	N	:	3014
	15-Dec-2018	:	O	:	1841  	*	1173
	16-Dec-2018	:	P	:	2536
	17-Dec-2018	:	Q	:	2910
	18-Dec-2018	:	R	:	2269
	19-Dec-2018	:	S	:	2917
	20-Dec-2018	:	T	:	2415
	21-Dec-2018	:	U	:	2906
	22-Dec-2018	:	V	:	2889
	23-Dec-2018	:	W	:	2364
	24-Dec-2018	:	X	:	2942
	25-Dec-2018	:	Y	:	2422
	26-Dec-2018	:	Z	:	1908

5DD48E
	1-Dec-2018	:	A	:	2128
	2-Dec-2018	:	B	:	2278
	3-Dec-2018	:	C	:	2123
	4-Dec-2018	:	D	:	2158
	5-Dec-2018	:	E	:	2281
	6-Dec-2018	:	F	:	2089
	7-Dec-2018	:	G	:	2341
	8-Dec-2018	:	H	:	2125
	9-Dec-2018	:	I	:	2158
	10-Dec-2018	:	J	:	2139
	11-Dec-2018	:	K	:	2151
	12-Dec-2018	:	L	:	2121
	13-Dec-2018	:	M	:	2052
	14-Dec-2018	:	N	:	1977
	15-Dec-2018	:	O	:	1883
	16-Dec-2018	:	P	:	2137
	17-Dec-2018	:	Q	:	1881
	18-Dec-2018	:	R	:	3282  	*	1401
	19-Dec-2018	:	S	:	3257
	20-Dec-2018	:	T	:	3127
	21-Dec-2018	:	U	:	3346
	22-Dec-2018	:	V	:	3307
	23-Dec-2018	:	W	:	3220
	24-Dec-2018	:	X	:	3240
	25-Dec-2018	:	Y	:	3228
	26-Dec-2018	:	Z	:	3299

AC9C66
	1-Dec-2018	:	A	:	3132
	2-Dec-2018	:	B	:	3215
	3-Dec-2018	:	C	:	3856
	4-Dec-2018	:	D	:	2469  	*	1387
	5-Dec-2018	:	E	:	3450
	6-Dec-2018	:	F	:	3106
	7-Dec-2018	:	G	:	2629
	8-Dec-2018	:	H	:	3168
	9-Dec-2018	:	I	:	2923
	10-Dec-2018	:	J	:	3860
	11-Dec-2018	:	K	:	3028
	12-Dec-2018	:	L	:	3306
	13-Dec-2018	:	M	:	2455
	14-Dec-2018	:	N	:	2736
	15-Dec-2018	:	O	:	3495
	16-Dec-2018	:	P	:	2510
	17-Dec-2018	:	Q	:	3078
	18-Dec-2018	:	R	:	3293
	19-Dec-2018	:	S	:	3890
	20-Dec-2018	:	T	:	2895
	21-Dec-2018	:	U	:	3120
	22-Dec-2018	:	V	:	2694
	23-Dec-2018	:	W	:	2874
	24-Dec-2018	:	X	:	3024
	25-Dec-2018	:	Y	:	3602
	26-Dec-2018	:	Z	:	2993

D92CCF
	1-Dec-2018	:	A	:	2435
	2-Dec-2018	:	B	:	2719
	3-Dec-2018	:	C	:	2174
	4-Dec-2018	:	D	:	2489
	5-Dec-2018	:	E	:	2402
	6-Dec-2018	:	F	:	2562
	7-Dec-2018	:	G	:	2508
	8-Dec-2018	:	H	:	2125
	9-Dec-2018	:	I	:	2691
	10-Dec-2018	:	J	:	2545
	11-Dec-2018	:	K	:	2529
	12-Dec-2018	:	L	:	2208
	13-Dec-2018	:	M	:	2505
	14-Dec-2018	:	N	:	2217
	15-Dec-2018	:	O	:	1986
	16-Dec-2018	:	P	:	2366
	17-Dec-2018	:	Q	:	2474
	18-Dec-2018	:	R	:	2339
	19-Dec-2018	:	S	:	2010
	20-Dec-2018	:	T	:	2313
	21-Dec-2018	:	U	:	2469
	22-Dec-2018	:	V	:	2530
	23-Dec-2018	:	W	:	2489
	24-Dec-2018	:	X	:	2388
	25-Dec-2018	:	Y	:	2635
	26-Dec-2018	:	Z	:	2505

6ED059
	1-Dec-2018	:	A	:	1794
	2-Dec-2018	:	B	:	1623
	3-Dec-2018	:	C	:	1864
	4-Dec-2018	:	D	:	1884
	5-Dec-2018	:	E	:	1437
	6-Dec-2018	:	F	:	1660
	7-Dec-2018	:	G	:	1802
	8-Dec-2018	:	H	:	1750
	9-Dec-2018	:	I	:	3164  	*	1414
	10-Dec-2018	:	J	:	3251
	11-Dec-2018	:	K	:	3164
	12-Dec-2018	:	L	:	3174
	13-Dec-2018	:	M	:	3531
	14-Dec-2018	:	N	:	3292
	15-Dec-2018	:	O	:	3299
	16-Dec-2018	:	P	:	3541
	17-Dec-2018	:	Q	:	3128
	18-Dec-2018	:	R	:	3278
	19-Dec-2018	:	S	:	3359
	20-Dec-2018	:	T	:	3533
	21-Dec-2018	:	U	:	3402
	22-Dec-2018	:	V	:	3148
	23-Dec-2018	:	W	:	3414
	24-Dec-2018	:	X	:	3323
	25-Dec-2018	:	Y	:	3310
	26-Dec-2018	:	Z	:	3160

97F1E9
	1-Dec-2018	:	A	:	1565
	2-Dec-2018	:	B	:	1595
	3-Dec-2018	:	C	:	1742
	4-Dec-2018	:	D	:	2285
	5-Dec-2018	:	E	:	1628
	6-Dec-2018	:	F	:	1678
	7-Dec-2018	:	G	:	1697
	8-Dec-2018	:	H	:	1710
	9-Dec-2018	:	I	:	1693
	10-Dec-2018	:	J	:	1596
	11-Dec-2018	:	K	:	2211
	12-Dec-2018	:	L	:	1638
	13-Dec-2018	:	M	:	1542
	14-Dec-2018	:	N	:	1769
	15-Dec-2018	:	O	:	1539
	16-Dec-2018	:	P	:	1725
	17-Dec-2018	:	Q	:	1691
	18-Dec-2018	:	R	:	1608
	19-Dec-2018	:	S	:	1594
	20-Dec-2018	:	T	:	1764
	21-Dec-2018	:	U	:	2085
	22-Dec-2018	:	V	:	1715
	23-Dec-2018	:	W	:	1657
	24-Dec-2018	:	X	:	1659
	25-Dec-2018	:	Y	:	1565
	26-Dec-2018	:	Z	:	1669

176857
	1-Dec-2018	:	A	:	2005
	2-Dec-2018	:	B	:	1242
	3-Dec-2018	:	C	:	1945
	4-Dec-2018	:	D	:	2042
	5-Dec-2018	:	E	:	1171
	6-Dec-2018	:	F	:	1960
	7-Dec-2018	:	G	:	2125
	8-Dec-2018	:	H	:	2110
	9-Dec-2018	:	I	:	1338
	10-Dec-2018	:	J	:	1950
	11-Dec-2018	:	K	:	2071
	12-Dec-2018	:	L	:	2012
	13-Dec-2018	:	M	:	1903
	14-Dec-2018	:	N	:	2117
	15-Dec-2018	:	O	:	1975
	16-Dec-2018	:	P	:	2022
	17-Dec-2018	:	Q	:	1880
	18-Dec-2018	:	R	:	2190
	19-Dec-2018	:	S	:	2071
	20-Dec-2018	:	T	:	2113
	21-Dec-2018	:	U	:	2026
	22-Dec-2018	:	V	:	1995
	23-Dec-2018	:	W	:	2024
	24-Dec-2018	:	X	:	1394
	25-Dec-2018	:	Y	:	1401
	26-Dec-2018	:	Z	:	1755

E0EB59
	1-Dec-2018	:	A	:	2876
	2-Dec-2018	:	B	:	3016
	3-Dec-2018	:	C	:	2858
	4-Dec-2018	:	D	:	2849
	5-Dec-2018	:	E	:	3074
	6-Dec-2018	:	F	:	2942
	7-Dec-2018	:	G	:	3036
	8-Dec-2018	:	H	:	3004
	9-Dec-2018	:	I	:	2940
	10-Dec-2018	:	J	:	2920
	11-Dec-2018	:	K	:	2987
	12-Dec-2018	:	L	:	3057
	13-Dec-2018	:	M	:	3622
	14-Dec-2018	:	N	:	3691
	15-Dec-2018	:	O	:	3516
	16-Dec-2018	:	P	:	3697
	17-Dec-2018	:	Q	:	3583
	18-Dec-2018	:	R	:	3584
	19-Dec-2018	:	S	:	3674
	20-Dec-2018	:	T	:	3422
	21-Dec-2018	:	U	:	3631
	22-Dec-2018	:	V	:	3697
	23-Dec-2018	:	W	:	3637
	24-Dec-2018	:	X	:	3731
	25-Dec-2018	:	Y	:	3606
	26-Dec-2018	:	Z	:	3708

AF06D4
	1-Dec-2018	:	A	:	1929
	2-Dec-2018	:	B	:	1996
	3-Dec-2018	:	C	:	1950
	4-Dec-2018	:	D	:	1822
	5-Dec-2018	:	E	:	1773
	6-Dec-2018	:	F	:	1852
	7-Dec-2018	:	G	:	1883
	8-Dec-2018	:	H	:	1995
	9-Dec-2018	:	I	:	1866
	10-Dec-2018	:	J	:	1840
	11-Dec-2018	:	K	:	2047
	12-Dec-2018	:	L	:	2219
	13-Dec-2018	:	M	:	2081
	14-Dec-2018	:	N	:	2243
	15-Dec-2018	:	O	:	1850
	16-Dec-2018	:	P	:	1919
	17-Dec-2018	:	Q	:	1871
	18-Dec-2018	:	R	:	1983
	19-Dec-2018	:	S	:	2052
	20-Dec-2018	:	T	:	1705
	21-Dec-2018	:	U	:	2126
	22-Dec-2018	:	V	:	1993
	23-Dec-2018	:	W	:	1838
	24-Dec-2018	:	X	:	1952
	25-Dec-2018	:	Y	:	1982
	26-Dec-2018	:	Z	:	1663

111F09
	1-Dec-2018	:	A	:	2685
	2-Dec-2018	:	B	:	2863
	3-Dec-2018	:	C	:	2593
	4-Dec-2018	:	D	:	2055
	5-Dec-2018	:	E	:	2936
	6-Dec-2018	:	F	:	2706
	7-Dec-2018	:	G	:	2633
	8-Dec-2018	:	H	:	2595
	9-Dec-2018	:	I	:	2565
	10-Dec-2018	:	J	:	3041
	11-Dec-2018	:	K	:	2606
	12-Dec-2018	:	L	:	2952
	13-Dec-2018	:	M	:	2784
	14-Dec-2018	:	N	:	2840
	15-Dec-2018	:	O	:	2629
	16-Dec-2018	:	P	:	2625
	17-Dec-2018	:	Q	:	2376
	18-Dec-2018	:	R	:	2702
	19-Dec-2018	:	S	:	1796
	20-Dec-2018	:	T	:	2746
	21-Dec-2018	:	U	:	2511
	22-Dec-2018	:	V	:	1618
	23-Dec-2018	:	W	:	2498
	24-Dec-2018	:	X	:	2944
	25-Dec-2018	:	Y	:	2415
	26-Dec-2018	:	Z	:	2305

1FB745
	1-Dec-2018	:	A	:	2084
	2-Dec-2018	:	B	:	2280
	3-Dec-2018	:	C	:	1948
	4-Dec-2018	:	D	:	2198
	5-Dec-2018	:	E	:	2096
	6-Dec-2018	:	F	:	2124
	7-Dec-2018	:	G	:	2088
	8-Dec-2018	:	H	:	2188
	9-Dec-2018	:	I	:	1343
	10-Dec-2018	:	J	:	2078
	11-Dec-2018	:	K	:	2257
	12-Dec-2018	:	L	:	2055
	13-Dec-2018	:	M	:	1368
	14-Dec-2018	:	N	:	2071
	15-Dec-2018	:	O	:	1900
	16-Dec-2018	:	P	:	2148
	17-Dec-2018	:	Q	:	1285
	18-Dec-2018	:	R	:	1421
	19-Dec-2018	:	S	:	2269
	20-Dec-2018	:	T	:	2112
	21-Dec-2018	:	U	:	1936
	22-Dec-2018	:	V	:	2070
	23-Dec-2018	:	W	:	2201
	24-Dec-2018	:	X	:	2110
	25-Dec-2018	:	Y	:	2064
	26-Dec-2018	:	Z	:	1344

3EAE9D
	1-Dec-2018	:	A	:	1450
	2-Dec-2018	:	B	:	1376
	3-Dec-2018	:	C	:	1960
	4-Dec-2018	:	D	:	969
	5-Dec-2018	:	E	:	3592  	*	2623
	6-Dec-2018	:	F	:	3569
	7-Dec-2018	:	G	:	3532
	8-Dec-2018	:	H	:	3556
	9-Dec-2018	:	I	:	3550
	10-Dec-2018	:	J	:	3463
	11-Dec-2018	:	K	:	3519
	12-Dec-2018	:	L	:	3543
	13-Dec-2018	:	M	:	3563
	14-Dec-2018	:	N	:	3457
	15-Dec-2018	:	O	:	3515
	16-Dec-2018	:	P	:	3648
	17-Dec-2018	:	Q	:	3619
	18-Dec-2018	:	R	:	3530
	19-Dec-2018	:	S	:	3543
	20-Dec-2018	:	T	:	3602
	21-Dec-2018	:	U	:	3520
	22-Dec-2018	:	V	:	3527
	23-Dec-2018	:	W	:	3513
	24-Dec-2018	:	X	:	3643
	25-Dec-2018	:	Y	:	3491
	26-Dec-2018	:	Z	:	3590

C03840
	1-Dec-2018	:	A	:	2472
	2-Dec-2018	:	B	:	2443
	3-Dec-2018	:	C	:	1407  	*	1036
	4-Dec-2018	:	D	:	2433  	*	1026
	5-Dec-2018	:	E	:	2453
	6-Dec-2018	:	F	:	2516
	7-Dec-2018	:	G	:	2421
	8-Dec-2018	:	H	:	1403  	*	1018
	9-Dec-2018	:	I	:	2467  	*	1064
	10-Dec-2018	:	J	:	2482
	11-Dec-2018	:	K	:	2513
	12-Dec-2018	:	L	:	2363
	13-Dec-2018	:	M	:	2370
	14-Dec-2018	:	N	:	2488
	15-Dec-2018	:	O	:	2495
	16-Dec-2018	:	P	:	2413
	17-Dec-2018	:	Q	:	2466
	18-Dec-2018	:	R	:	2460
	19-Dec-2018	:	S	:	2439
	20-Dec-2018	:	T	:	2433
	21-Dec-2018	:	U	:	2357
	22-Dec-2018	:	V	:	2150
	23-Dec-2018	:	W	:	2437
	24-Dec-2018	:	X	:	1782
	25-Dec-2018	:	Y	:	2389
	26-Dec-2018	:	Z	:	2354

B3AEF5
	1-Dec-2018	:	A	:	988
	2-Dec-2018	:	B	:	869
	3-Dec-2018	:	C	:	1112
	4-Dec-2018	:	D	:	874
	5-Dec-2018	:	E	:	1110
	6-Dec-2018	:	F	:	849
	7-Dec-2018	:	G	:	2028  	*	1179
	8-Dec-2018	:	H	:	749  	*	1279
	9-Dec-2018	:	I	:	835
	10-Dec-2018	:	J	:	980
	11-Dec-2018	:	K	:	962
	12-Dec-2018	:	L	:	1032
	13-Dec-2018	:	M	:	1121
	14-Dec-2018	:	N	:	1942
	15-Dec-2018	:	O	:	989
	16-Dec-2018	:	P	:	1031
	17-Dec-2018	:	Q	:	880
	18-Dec-2018	:	R	:	835
	19-Dec-2018	:	S	:	943
	20-Dec-2018	:	T	:	813
	21-Dec-2018	:	U	:	961
	22-Dec-2018	:	V	:	859
	23-Dec-2018	:	W	:	1184
	24-Dec-2018	:	X	:	952
	25-Dec-2018	:	Y	:	1103
	26-Dec-2018	:	Z	:	1108

242A8A
	1-Dec-2018	:	A	:	2691
	2-Dec-2018	:	B	:	2690
	3-Dec-2018	:	C	:	2705
	4-Dec-2018	:	D	:	2744
	5-Dec-2018	:	E	:	2648
	6-Dec-2018	:	F	:	2825
	7-Dec-2018	:	G	:	2240
	8-Dec-2018	:	H	:	1860
	9-Dec-2018	:	I	:	2068
	10-Dec-2018	:	J	:	2878
	11-Dec-2018	:	K	:	2986
	12-Dec-2018	:	L	:	2726
	13-Dec-2018	:	M	:	2681
	14-Dec-2018	:	N	:	1920
	15-Dec-2018	:	O	:	2532
	16-Dec-2018	:	P	:	2622
	17-Dec-2018	:	Q	:	2432
	18-Dec-2018	:	R	:	2303
	19-Dec-2018	:	S	:	3095
	20-Dec-2018	:	T	:	2752
	21-Dec-2018	:	U	:	2256
	22-Dec-2018	:	V	:	2686
	23-Dec-2018	:	W	:	3032
	24-Dec-2018	:	X	:	2626
	25-Dec-2018	:	Y	:	2191
	26-Dec-2018	:	Z	:	2948

1E3399
	1-Dec-2018	:	A	:	1703
	2-Dec-2018	:	B	:	1448
	3-Dec-2018	:	C	:	1499
	4-Dec-2018	:	D	:	3175  	*	1676
	5-Dec-2018	:	E	:	3077
	6-Dec-2018	:	F	:	3535
	7-Dec-2018	:	G	:	3085
	8-Dec-2018	:	H	:	3179
	9-Dec-2018	:	I	:	3075
	10-Dec-2018	:	J	:	3434
	11-Dec-2018	:	K	:	3386
	12-Dec-2018	:	L	:	3193
	13-Dec-2018	:	M	:	3164
	14-Dec-2018	:	N	:	3195
	15-Dec-2018	:	O	:	2999
	16-Dec-2018	:	P	:	3203
	17-Dec-2018	:	Q	:	3175
	18-Dec-2018	:	R	:	3439
	19-Dec-2018	:	S	:	3074
	20-Dec-2018	:	T	:	3017
	21-Dec-2018	:	U	:	3201
	22-Dec-2018	:	V	:	3184
	23-Dec-2018	:	W	:	3147
	24-Dec-2018	:	X	:	3100
	25-Dec-2018	:	Y	:	3196
	26-Dec-2018	:	Z	:	3108

95B022
	1-Dec-2018	:	A	:	1359
	2-Dec-2018	:	B	:	1660
	3-Dec-2018	:	C	:	1672
	4-Dec-2018	:	D	:	1918
	5-Dec-2018	:	E	:	1492
	6-Dec-2018	:	F	:	1539
	7-Dec-2018	:	G	:	1678
	8-Dec-2018	:	H	:	1847
	9-Dec-2018	:	I	:	1759
	10-Dec-2018	:	J	:	1658
	11-Dec-2018	:	K	:	1732
	12-Dec-2018	:	L	:	1648
	13-Dec-2018	:	M	:	1509
	14-Dec-2018	:	N	:	1453
	15-Dec-2018	:	O	:	1545
	16-Dec-2018	:	P	:	1614
	17-Dec-2018	:	Q	:	1540
	18-Dec-2018	:	R	:	1696
	19-Dec-2018	:	S	:	1705
	20-Dec-2018	:	T	:	1422
	21-Dec-2018	:	U	:	1424
	22-Dec-2018	:	V	:	1494
	23-Dec-2018	:	W	:	1661
	24-Dec-2018	:	X	:	1513
	25-Dec-2018	:	Y	:	1783
	26-Dec-2018	:	Z	:	1522

A1AF8B
	1-Dec-2018	:	A	:	2210
	2-Dec-2018	:	B	:	2245
	3-Dec-2018	:	C	:	2086
	4-Dec-2018	:	D	:	2291
	5-Dec-2018	:	E	:	2167
	6-Dec-2018	:	F	:	2263
	7-Dec-2018	:	G	:	2211
	8-Dec-2018	:	H	:	2134
	9-Dec-2018	:	I	:	2175
	10-Dec-2018	:	J	:	2420
	11-Dec-2018	:	K	:	2306
	12-Dec-2018	:	L	:	2113
	13-Dec-2018	:	M	:	2215
	14-Dec-2018	:	N	:	2332
	15-Dec-2018	:	O	:	2310
	16-Dec-2018	:	P	:	2138
	17-Dec-2018	:	Q	:	2412
	18-Dec-2018	:	R	:	2358
	19-Dec-2018	:	S	:	2158
	20-Dec-2018	:	T	:	2128
	21-Dec-2018	:	U	:	2213
	22-Dec-2018	:	V	:	2223
	23-Dec-2018	:	W	:	2125
	24-Dec-2018	:	X	:	2137
	25-Dec-2018	:	Y	:	2160
	26-Dec-2018	:	Z	:	2317

70F8E2
	1-Dec-2018	:	A	:	1755
	2-Dec-2018	:	B	:	1504
	3-Dec-2018	:	C	:	1705
	4-Dec-2018	:	D	:	1669
	5-Dec-2018	:	E	:	1754
	6-Dec-2018	:	F	:	1487
	7-Dec-2018	:	G	:	1733
	8-Dec-2018	:	H	:	1504
	9-Dec-2018	:	I	:	1595
	10-Dec-2018	:	J	:	1671
	11-Dec-2018	:	K	:	1530
	12-Dec-2018	:	L	:	1690
	13-Dec-2018	:	M	:	1534
	14-Dec-2018	:	N	:	1651
	15-Dec-2018	:	O	:	1482
	16-Dec-2018	:	P	:	1997
